,Date,Unnamed: 0,Permit,Dir,Volume,Avg Speed,Occupancy %,Record Count,Full Name,Device ID,Created,Retired
39,2019-08-01 03:15:00-04,39,ND0137,N,25,72.86,0.86%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
40,2019-08-01 03:20:00-04,40,ND0137,N,30,74.35,1.04%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
41,2019-08-01 03:25:00-04,41,ND0137,N,31,70.34,1.64%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
42,2019-08-01 03:30:00-04,42,ND0137,N,37,73.06,1.30%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
43,2019-08-01 03:35:00-04,43,ND0137,N,50,73.66,1.56%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
44,2019-08-01 03:40:00-04,44,ND0137,N,43,75.43,1.33%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
45,2019-08-01 03:45:00-04,45,ND0137,N,43,73.32,1.39%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
46,2019-08-01 03:50:00-04,46,ND0137,N,44,75.63,1.43%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
47,2019-08-01 03:55:00-04,47,ND0137,N,36,74.01,1.20%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
48,2019-08-01 04:00:00-04,48,ND0137,N,37,73.76,1.45%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
49,2019-08-01 04:05:00-04,49,ND0137,N,53,74.1,1.81%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
50,2019-08-01 04:10:00-04,50,ND0137,N,45,74.39,1.46%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
51,2019-08-01 04:15:00-04,51,ND0137,N,57,75.57,2.12%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
52,2019-08-01 04:20:00-04,52,ND0137,N,59,74.95,2.06%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
53,2019-08-01 04:25:00-04,53,ND0137,N,61,72.14,2.22%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
54,2019-08-01 04:30:00-04,54,ND0137,N,63,75.78,1.99%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
55,2019-08-01 04:35:00-04,55,ND0137,N,63,76.66,2.25%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
56,2019-08-01 04:40:00-04,56,ND0137,N,90,75.33,2.75%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
57,2019-08-01 04:45:00-04,57,ND0137,N,92,75.29,2.92%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
58,2019-08-01 04:50:00-04,58,ND0137,N,78,75.95,2.43%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
59,2019-08-01 04:55:00-04,59,ND0137,N,85,76.17,2.67%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
60,2019-08-01 05:00:00-04,60,ND0137,N,101,76.97,3.24%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
61,2019-08-01 05:05:00-04,61,ND0137,N,110,78.51,2.91%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
62,2019-08-01 05:10:00-04,62,ND0137,N,118,75.91,3.55%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
63,2019-08-01 05:15:00-04,63,ND0137,N,150,75.48,4.52%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
64,2019-08-01 05:20:00-04,64,ND0137,N,154,76.68,4.49%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
65,2019-08-01 05:25:00-04,65,ND0137,N,163,76.81,4.20%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
66,2019-08-01 05:30:00-04,66,ND0137,N,181,76.26,5.18%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
67,2019-08-01 05:35:00-04,67,ND0137,N,203,75.12,6.54%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
68,2019-08-01 05:40:00-04,68,ND0137,N,184,76.37,5.41%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
69,2019-08-01 05:45:00-04,69,ND0137,N,161,77.0,4.19%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
70,2019-08-01 05:50:00-04,70,ND0137,N,199,76.38,5.59%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
71,2019-08-01 05:55:00-04,71,ND0137,N,169,75.6,4.51%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
72,2019-08-01 06:00:00-04,72,ND0137,N,180,76.73,5.30%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
73,2019-08-01 06:05:00-04,73,ND0137,N,196,76.55,5.44%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
74,2019-08-01 06:10:00-04,74,ND0137,N,199,76.23,5.30%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
75,2019-08-01 06:15:00-04,75,ND0137,N,202,77.11,5.54%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
76,2019-08-01 06:20:00-04,76,ND0137,N,229,78.32,6.00%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
77,2019-08-01 06:25:00-04,77,ND0137,N,244,76.35,6.78%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
78,2019-08-01 06:30:00-04,78,ND0137,N,249,76.45,6.70%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
79,2019-08-01 06:35:00-04,79,ND0137,N,263,76.12,7.18%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
80,2019-08-01 06:40:00-04,80,ND0137,N,217,76.43,5.77%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
81,2019-08-01 06:45:00-04,81,ND0137,N,238,77.74,5.70%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
82,2019-08-01 06:50:00-04,82,ND0137,N,205,76.73,5.35%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
83,2019-08-01 06:55:00-04,83,ND0137,N,228,77.29,6.02%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
84,2019-08-01 07:00:00-04,84,ND0137,N,227,76.54,5.71%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
85,2019-08-01 07:05:00-04,85,ND0137,N,211,77.32,5.38%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
86,2019-08-01 07:10:00-04,86,ND0137,N,212,76.45,5.61%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
87,2019-08-01 07:15:00-04,87,ND0137,N,208,76.8,5.19%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
88,2019-08-01 07:20:00-04,88,ND0137,N,219,77.13,5.86%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
89,2019-08-01 07:25:00-04,89,ND0137,N,215,76.06,5.70%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
90,2019-08-01 07:30:00-04,90,ND0137,N,263,75.04,7.54%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
91,2019-08-01 07:35:00-04,91,ND0137,N,218,76.27,5.89%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
92,2019-08-01 07:40:00-04,92,ND0137,N,214,76.32,5.78%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
93,2019-08-01 07:45:00-04,93,ND0137,N,208,77.21,5.79%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
94,2019-08-01 07:50:00-04,94,ND0137,N,188,75.15,4.80%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
95,2019-08-01 07:55:00-04,95,ND0137,N,194,76.9,5.16%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
96,2019-08-01 08:00:00-04,96,ND0137,N,213,76.09,5.36%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
97,2019-08-01 08:05:00-04,97,ND0137,N,199,75.6,5.23%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
98,2019-08-01 08:10:00-04,98,ND0137,N,193,72.62,5.52%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
99,2019-08-01 08:15:00-04,99,ND0137,N,218,74.71,6.18%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
100,2019-08-01 08:20:00-04,100,ND0137,N,213,74.25,5.87%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
101,2019-08-01 08:25:00-04,101,ND0137,N,237,74.17,6.74%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
102,2019-08-01 08:30:00-04,102,ND0137,N,195,73.58,5.33%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
103,2019-08-01 08:35:00-04,103,ND0137,N,184,76.19,5.09%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
104,2019-08-01 08:40:00-04,104,ND0137,N,210,74.01,6.00%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
105,2019-08-01 08:45:00-04,105,ND0137,N,192,75.31,5.43%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
106,2019-08-01 08:50:00-04,106,ND0137,N,179,74.2,5.07%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
107,2019-08-01 08:55:00-04,107,ND0137,N,181,74.51,4.72%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
108,2019-08-01 09:00:00-04,108,ND0137,N,169,74.1,5.36%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
109,2019-08-01 09:05:00-04,109,ND0137,N,199,73.35,5.55%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
110,2019-08-01 09:10:00-04,110,ND0137,N,203,75.48,5.46%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
111,2019-08-01 09:15:00-04,111,ND0137,N,158,75.16,4.47%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
112,2019-08-01 09:20:00-04,112,ND0137,N,213,73.14,6.61%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
113,2019-08-01 09:25:00-04,113,ND0137,N,172,74.53,4.54%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
114,2019-08-01 09:30:00-04,114,ND0137,N,151,73.2,4.26%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
115,2019-08-01 09:35:00-04,115,ND0137,N,159,73.92,4.47%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
116,2019-08-01 09:40:00-04,116,ND0137,N,171,73.64,4.87%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
117,2019-08-01 09:45:00-04,117,ND0137,N,179,71.99,5.80%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
118,2019-08-01 09:50:00-04,118,ND0137,N,190,72.88,5.72%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
119,2019-08-01 09:55:00-04,119,ND0137,N,158,74.3,4.84%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
120,2019-08-01 10:00:00-04,120,ND0137,N,172,73.09,5.21%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
121,2019-08-01 10:05:00-04,121,ND0137,N,182,73.47,5.05%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
122,2019-08-01 10:10:00-04,122,ND0137,N,195,73.65,5.51%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
123,2019-08-01 10:15:00-04,123,ND0137,N,156,74.0,4.75%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
124,2019-08-01 10:20:00-04,124,ND0137,N,152,70.97,5.07%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
125,2019-08-01 10:25:00-04,125,ND0137,N,137,73.78,4.11%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
126,2019-08-01 10:30:00-04,126,ND0137,N,167,72.86,4.71%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
127,2019-08-01 10:35:00-04,127,ND0137,N,151,73.91,4.22%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
128,2019-08-01 10:40:00-04,128,ND0137,N,181,72.38,5.43%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
129,2019-08-01 10:45:00-04,129,ND0137,N,185,71.12,5.85%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
130,2019-08-01 10:50:00-04,130,ND0137,N,177,73.11,5.61%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
131,2019-08-01 10:55:00-04,131,ND0137,N,162,73.96,4.42%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
132,2019-08-01 11:00:00-04,132,ND0137,N,183,71.98,5.92%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
133,2019-08-01 11:05:00-04,133,ND0137,N,171,72.65,5.26%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
134,2019-08-01 11:10:00-04,134,ND0137,N,189,71.72,6.18%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
135,2019-08-01 11:15:00-04,135,ND0137,N,163,73.42,4.45%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
136,2019-08-01 11:20:00-04,136,ND0137,N,207,72.58,6.36%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
137,2019-08-01 11:25:00-04,137,ND0137,N,172,71.85,5.79%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
138,2019-08-01 11:30:00-04,138,ND0137,N,190,72.91,4.89%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
139,2019-08-01 11:35:00-04,139,ND0137,N,178,73.79,5.36%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
140,2019-08-01 11:40:00-04,140,ND0137,N,172,71.94,5.66%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
141,2019-08-01 11:45:00-04,141,ND0137,N,193,72.76,5.68%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
142,2019-08-01 11:50:00-04,142,ND0137,N,185,72.15,5.42%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
143,2019-08-01 11:55:00-04,143,ND0137,N,176,73.07,5.32%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
144,2019-08-01 12:00:00-04,144,ND0137,N,176,73.25,5.16%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
145,2019-08-01 12:05:00-04,145,ND0137,N,195,73.33,6.04%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
146,2019-08-01 12:10:00-04,146,ND0137,N,161,72.23,4.83%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
147,2019-08-01 12:15:00-04,147,ND0137,N,173,73.6,4.86%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
148,2019-08-01 12:20:00-04,148,ND0137,N,201,71.86,6.05%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
149,2019-08-01 12:25:00-04,149,ND0137,N,167,73.06,4.82%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
150,2019-08-01 12:30:00-04,150,ND0137,N,212,73.0,5.95%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
151,2019-08-01 12:35:00-04,151,ND0137,N,194,73.2,5.87%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
152,2019-08-01 12:40:00-04,152,ND0137,N,183,73.16,5.44%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
153,2019-08-01 12:45:00-04,153,ND0137,N,202,71.83,6.11%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
154,2019-08-01 12:50:00-04,154,ND0137,N,214,72.9,6.32%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
155,2019-08-01 12:55:00-04,155,ND0137,N,172,73.92,4.85%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
156,2019-08-01 13:00:00-04,156,ND0137,N,184,73.5,5.27%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
157,2019-08-01 13:05:00-04,157,ND0137,N,179,71.55,5.60%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
158,2019-08-01 13:10:00-04,158,ND0137,N,186,74.29,4.68%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
159,2019-08-01 13:15:00-04,159,ND0137,N,178,73.68,5.39%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
160,2019-08-01 13:20:00-04,160,ND0137,N,210,69.73,6.56%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
161,2019-08-01 13:25:00-04,161,ND0137,N,200,71.59,6.68%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
162,2019-08-01 13:30:00-04,162,ND0137,N,182,73.81,4.98%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
163,2019-08-01 13:35:00-04,163,ND0137,N,192,72.91,5.66%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
164,2019-08-01 13:40:00-04,164,ND0137,N,170,74.87,4.58%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
165,2019-08-01 13:45:00-04,165,ND0137,N,179,70.92,5.01%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
166,2019-08-01 13:50:00-04,166,ND0137,N,180,71.98,5.91%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
167,2019-08-01 13:55:00-04,167,ND0137,N,184,72.76,5.33%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
168,2019-08-01 14:00:00-04,168,ND0137,N,170,72.32,5.22%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
169,2019-08-01 14:05:00-04,169,ND0137,N,199,72.92,5.97%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
170,2019-08-01 14:10:00-04,170,ND0137,N,189,73.54,4.99%,3,ND0137 - I495 AT BELLEVUE RD,8989.1,2015-05-18 13:04:42-04,
